"","timeslot","colony","treatment","similarity","target_color","target_concentration","companion_color","companion_concentration","species","total_visitation","flowertype","number_individuals","relative_target_visitation","date","start_time_of_experiment","temp_at_start_of_experiment","comments","id","attractiveness","condition","patch1","hex_distance"
"43",12,"10","3","Similar","orange",10,"yellow","40","stingless",12,"target",5,0.416666666666667,"2025-02-26","12:17",26,"","10_3","high","high_Similar","orange",0.1086285
"44",11,"11","3","Similar","orange",10,"yellow","40","stingless",22,"target",1,0.0454545454545455,"2025-02-26","12:22",26,"topped up honey solution + suddenly became really sunny...","11_3","high","high_Similar","orange",0.1086285
"45",10,"11","3","Similar","orange",10,"yellow","40","stingless",11,"target",4,0.363636363636364,"2025-02-26","12:22",26,"","11_3","high","high_Similar","orange",0.1086285
"46",11,"10","3","Similar","orange",10,"yellow","40","stingless",11,"target",3,0.272727272727273,"2025-02-26","12:17",26,"","10_3","high","high_Similar","orange",0.1086285
"47",9,"11","3","Similar","orange",10,"yellow","40","stingless",13,"target",4,0.307692307692308,"2025-02-26","12:22",26,"","11_3","high","high_Similar","orange",0.1086285
"48",8,"11","3","Similar","orange",10,"yellow","40","stingless",8,"target",1,0.125,"2025-02-26","12:22",26,"","11_3","high","high_Similar","orange",0.1086285
"49",7,"11","3","Similar","orange",10,"yellow","40","stingless",12,"target",3,0.25,"2025-02-26","12:22",26,"","11_3","high","high_Similar","orange",0.1086285
"50",10,"13","5","control","orange",10,"orange","10","stingless",2,"target",1,1,"2025-02-26","12:17",26,"","13_5","control","control_control",NA,0
"51",9,"13","5","control","orange",10,"orange","10","stingless",2,"target",1,1,"2025-02-26","12:17",26,"","13_5","control","control_control",NA,0
"52",9,"10","3","Similar","orange",10,"yellow","40","stingless",9,"target",3,0.333333333333333,"2025-02-26","12:17",26,"","10_3","high","high_Similar","orange",0.1086285
"53",8,"10","3","Similar","orange",10,"yellow","40","stingless",6,"target",1,0.166666666666667,"2025-02-26","12:17",26,"","10_3","high","high_Similar","orange",0.1086285
"54",8,"13","5","control","orange",10,"orange","10","stingless",1,"target",0,1,"2025-02-26","12:17",26,"","13_5","control","control_control",NA,0
"55",7,"13","5","control","orange",10,"orange","10","stingless",2,"target",1,1,"2025-02-26","12:17",26,"","13_5","control","control_control",NA,0
"56",6,"11","3","Similar","orange",10,"yellow","40","stingless",4,"target",2,0.5,"2025-02-26","12:22",26,"","11_3","high","high_Similar","orange",0.1086285
"57",5,"11","3","Similar","orange",10,"yellow","40","stingless",4,"target",1,0.25,"2025-02-26","12:22",26,"","11_3","high","high_Similar","orange",0.1086285
"58",4,"11","3","Similar","orange",10,"yellow","40","stingless",4,"target",0,0,"2025-02-26","12:22",26,"","11_3","high","high_Similar","orange",0.1086285
"59",7,"10","3","Similar","orange",10,"yellow","40","stingless",7,"target",1,0.142857142857143,"2025-02-26","12:17",26,"","10_3","high","high_Similar","orange",0.1086285
"60",3,"11","3","Similar","orange",10,"yellow","40","stingless",6,"target",1,0.166666666666667,"2025-02-26","12:22",26,"","11_3","high","high_Similar","orange",0.1086285
"61",12,"9","4","Similar","orange",10,"red","20","stingless",25,"target",13,0.52,"2025-02-26","09:55",23,"","9_4","low","low_Similar","orange",0.20124656
"62",6,"13","5","control","orange",10,"orange","10","stingless",4,"target",2,1,"2025-02-26","12:17",26,"","13_5","control","control_control",NA,0
"63",2,"11","3","Similar","orange",10,"yellow","40","stingless",1,"target",0,0,"2025-02-26","12:22",26,"","11_3","high","high_Similar","orange",0.1086285
"64",5,"13","5","control","orange",10,"orange","10","stingless",3,"target",2,1,"2025-02-26","12:17",26,"","13_5","control","control_control",NA,0
"65",1,"11","3","Similar","orange",10,"yellow","40","stingless",0,"target",0,NA,"2025-02-26","12:22",26,"","11_3","high","high_Similar","orange",0.1086285
"66",4,"13","5","control","orange",10,"orange","10","stingless",2,"target",1,1,"2025-02-26","12:17",26,"","13_5","control","control_control",NA,0
"67",3,"13","5","control","orange",10,"orange","10","stingless",2,"target",1,1,"2025-02-26","12:17",26,"","13_5","control","control_control",NA,0
"68",2,"13","5","control","orange",10,"orange","10","stingless",2,"target",1,1,"2025-02-26","12:17",26,"","13_5","control","control_control",NA,0
"69",1,"13","5","control","orange",10,"orange","10","stingless",1,"target",0,1,"2025-02-26","12:17",26,"","13_5","control","control_control",NA,0
"70",6,"10","3","Similar","orange",10,"yellow","40","stingless",8,"target",2,0.25,"2025-02-26","12:17",26,"","10_3","high","high_Similar","orange",0.1086285
"71",5,"10","3","Similar","orange",10,"yellow","40","stingless",5,"target",1,0.2,"2025-02-26","12:17",26,"","10_3","high","high_Similar","orange",0.1086285
"72",4,"10","3","Similar","orange",10,"yellow","40","stingless",6,"target",3,0.5,"2025-02-26","12:17",26,"","10_3","high","high_Similar","orange",0.1086285
"73",3,"10","3","Similar","orange",10,"yellow","40","stingless",7,"target",4,0.571428571428571,"2025-02-26","12:17",26,"","10_3","high","high_Similar","orange",0.1086285
"74",2,"10","3","Similar","orange",10,"yellow","40","stingless",1,"target",0,0,"2025-02-26","12:17",26,"","10_3","high","high_Similar","orange",0.1086285
"75",1,"10","3","Similar","orange",10,"yellow","40","stingless",5,"target",2,0.4,"2025-02-26","12:17",26,"","10_3","high","high_Similar","orange",0.1086285
"76",12,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",1,0.5,"2025-02-26","09:56",24,"","13_2","low","low_Dissimilar","orange",0.23553903
"77",11,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",4,"target",2,0.5,"2025-02-26","09:56",24,"","13_2","low","low_Dissimilar","orange",0.23553903
"78",10,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",0,0,"2025-02-26","09:56",24,"","13_2","low","low_Dissimilar","orange",0.23553903
"79",9,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",1,"target",1,1,"2025-02-26","09:56",24,"","13_2","low","low_Dissimilar","orange",0.23553903
"80",8,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",3,"target",2,0.666666666666667,"2025-02-26","09:56",24,"","13_2","low","low_Dissimilar","orange",0.23553903
"81",7,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",1,0.5,"2025-02-26","09:56",24,"","13_2","low","low_Dissimilar","orange",0.23553903
"82",6,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",0,0,"2025-02-26","09:56",24,"","13_2","low","low_Dissimilar","orange",0.23553903
"83",5,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",1,0.5,"2025-02-26","09:56",24,"","13_2","low","low_Dissimilar","orange",0.23553903
"84",4,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",1,0.5,"2025-02-26","09:56",24,"","13_2","low","low_Dissimilar","orange",0.23553903
"85",3,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",0,"target",0,NA,"2025-02-26","09:56",26,"","13_2","low","low_Dissimilar","orange",0.23553903
"86",2,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",1,0.5,"2025-02-26","09:56",24,"","13_2","low","low_Dissimilar","orange",0.23553903
"87",1,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",0,"target",0,NA,"2025-02-26","09:56",24,"","13_2","low","low_Dissimilar","orange",0.23553903
"88",11,"8","4","Similar","orange",10,"red","20","stingless",11,"target",4,0.363636363636364,"2025-02-26","09:55",23,"","8_4","low","low_Similar","orange",0.20124656
"89",11,"9","4","Similar","orange",10,"red","20","stingless",20,"target",8,0.4,"2025-02-26","09:55",23,"","9_4","low","low_Similar","orange",0.20124656
"90",10,"8","4","Similar","orange",10,"red","20","stingless",13,"target",5,0.384615384615385,"2025-02-26","09:55",23,"","8_4","low","low_Similar","orange",0.20124656
"91",10,"9","4","Similar","orange",10,"red","20","stingless",22,"target",8,0.363636363636364,"2025-02-26","09:44",23,"","9_4","low","low_Similar","orange",0.20124656
"92",9,"9","4","Similar","orange",10,"red","20","stingless",29,"target",11,0.379310344827586,"2025-02-26","09:55",23,"","9_4","low","low_Similar","orange",0.20124656
"93",8,"9","4","Similar","orange",10,"red","20","stingless",27,"target",11,0.407407407407407,"2025-02-26","09:55",23,"","9_4","low","low_Similar","orange",0.20124656
"94",7,"9","4","Similar","orange",10,"red","20","stingless",20,"target",8,0.4,"2025-02-26","09:55",23,"","9_4","low","low_Similar","orange",0.20124656
"95",9,"8","4","Similar","orange",10,"red","20","stingless",14,"target",7,0.5,"2025-02-26","09:55",23,"","8_4","low","low_Similar","orange",0.20124656
"96",8,"8","4","Similar","orange",10,"red","20","stingless",12,"target",7,0.583333333333333,"2025-02-26","09:55",23,"","8_4","low","low_Similar","orange",0.20124656
"97",7,"8","4","Similar","orange",10,"red","20","stingless",10,"target",5,0.5,"2025-02-26","09:55",23,"","8_4","low","low_Similar","orange",0.20124656
"98",6,"9","4","Similar","orange",10,"red","20","stingless",15,"target",4,0.266666666666667,"2025-02-26","09:55",23,"","9_4","low","low_Similar","orange",0.20124656
"99",6,"8","4","Similar","orange",10,"red","20","stingless",8,"target",4,0.5,"2025-02-26","09:55",23,"","8_4","low","low_Similar","orange",0.20124656
"100",5,"9","4","Similar","orange",10,"red","20","stingless",11,"target",5,0.454545454545455,"2025-02-26","09:55",23,"","9_4","low","low_Similar","orange",0.20124656
"101",5,"8","4","Similar","orange",10,"red","20","stingless",6,"target",5,0.833333333333333,"2025-02-26","09:55",23,"","8_4","low","low_Similar","orange",0.20124656
"102",4,"9","4","Similar","orange",10,"red","20","stingless",3,"target",0,0,"2025-02-26","09:55",23,"","9_4","low","low_Similar","orange",0.20124656
"103",4,"8","4","Similar","orange",10,"red","20","stingless",1,"target",1,1,"2025-02-26","09:55",23,"","8_4","low","low_Similar","orange",0.20124656
"104",3,"9","4","Similar","orange",10,"red","20","stingless",2,"target",1,0.5,"2025-02-26","09:55",23,"","9_4","low","low_Similar","orange",0.20124656
"105",3,"8","4","Similar","orange",10,"red","20","stingless",1,"target",0,0,"2025-02-26","09:55",23,"","8_4","low","low_Similar","orange",0.20124656
"106",2,"9","4","Similar","orange",10,"red","20","stingless",5,"target",2,0.4,"2025-02-26","09:55",23,"","9_4","low","low_Similar","orange",0.20124656
"107",1,"9","4","Similar","orange",10,"red","20","stingless",3,"target",1,0.333333333333333,"2025-02-26","09:55",23,"","9_4","low","low_Similar","orange",0.20124656
"108",2,"8","4","Similar","orange",10,"red","20","stingless",0,"target",0,NA,"2025-02-26","09:55",23,"","8_4","low","low_Similar","orange",0.20124656
"109",1,"8","4","Similar","orange",10,"red","20","stingless",1,"target",1,1,"2025-02-26","09:55",23,"","8_4","low","low_Similar","orange",0.20124656
"110",12,"10","8","Similar","orange",10,"red","40","stingless",18,"target",5,0.277777777777778,"2025-02-18","11:00",22,"","10_8","high","high_Similar","orange",0.20124656
"111",6,"10","1","Dissimilar","orange",10,"dark_blue","40","stingless",2,"target",1,0.5,"2025-02-24","10:03",26,"","10_1","high","high_Dissimilar","orange",0.47282496
"112",10,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",14,"target",5,0.357142857142857,"2025-02-19","12:53",22,"","12_1","high","high_Dissimilar","orange",0.47282496
"113",7,"12","8","Similar","orange",10,"red","40","stingless",11,"target",2,0.181818181818182,"2025-02-17","13:13",22,"","12_8","high","high_Similar","orange",0.20124656
"114",9,"11","2","Dissimilar","orange",10,"light_blue","20","stingless",9,"target",4,0.444444444444444,"2025-02-24","14:40",27,"","11_2","low","low_Dissimilar","orange",0.23553903
"115",12,"9","5","control","orange",10,"orange","10","stingless",16,"target",8,1,"2025-02-24","12:22",27,"","9_5","control","control_control",NA,0
"116",12,"8","5","control","orange",10,"orange","10","stingless",8,"target",4,1,"2025-02-24","12:21",27,"","8_5","control","control_control",NA,0
"117",12,"8","2","Dissimilar","orange",10,"light_blue","20","stingless",12,"target",3,0.25,"2025-02-25","13:41",23,"","8_2","low","low_Dissimilar","orange",0.23553903
"118",12,"9","2","Dissimilar","orange",10,"light_blue","20","stingless",16,"target",7,0.4375,"2025-02-25","13:42",23,"","9_2","low","low_Dissimilar","orange",0.23553903
"119",12,"13","3","Similar","orange",10,"yellow","40","stingless",3,"target",1,0.333333333333333,"2025-02-25","13:40",23,"","13_3","high","high_Similar","orange",0.1086285
"120",11,"8","2","Dissimilar","orange",10,"light_blue","20","stingless",11,"target",3,0.272727272727273,"2025-02-25","13:40",23,"","8_2","low","low_Dissimilar","orange",0.23553903
"121",11,"13","3","Similar","orange",10,"yellow","40","stingless",1,"target",0,0,"2025-02-25","13:40",23,"","13_3","high","high_Similar","orange",0.1086285
"122",11,"9","2","Dissimilar","orange",10,"light_blue","20","stingless",17,"target",8,0.470588235294118,"2025-02-25","13:42",23,"","9_2","low","low_Dissimilar","orange",0.23553903
"123",10,"8","2","Dissimilar","orange",10,"light_blue","20","stingless",10,"target",4,0.4,"2025-02-25","13:41",23,"","8_2","low","low_Dissimilar","orange",0.23553903
"124",10,"13","3","Similar","orange",10,"yellow","40","stingless",2,"target",0,0,"2025-02-25","13:40",23,"","13_3","high","high_Similar","orange",0.1086285
"125",10,"9","2","Dissimilar","orange",10,"light_blue","20","stingless",18,"target",9,0.5,"2025-02-25","13:42",23,"","9_2","low","low_Dissimilar","orange",0.23553903
"126",9,"8","2","Dissimilar","orange",10,"light_blue","20","stingless",10,"target",4,0.4,"2025-02-25","13:41",23,"","8_2","low","low_Dissimilar","orange",0.23553903
"127",9,"13","3","Similar","orange",10,"yellow","40","stingless",2,"target",0,0,"2025-02-25","13:40",23,"","13_3","high","high_Similar","orange",0.1086285
"128",9,"9","2","Dissimilar","orange",10,"light_blue","20","stingless",19,"target",9,0.473684210526316,"2025-02-25","13:42",23,"","9_2","low","low_Dissimilar","orange",0.23553903
"129",8,"8","2","Dissimilar","orange",10,"light_blue","20","stingless",9,"target",4,0.444444444444444,"2025-02-25","13:41",23,"","8_2","low","low_Dissimilar","orange",0.23553903
"130",8,"13","3","Similar","orange",10,"yellow","40","stingless",0,"target",0,NA,"2025-02-25","13:40",23,"","13_3","high","high_Similar","orange",0.1086285
"131",8,"9","2","Dissimilar","orange",10,"light_blue","20","stingless",17,"target",9,0.529411764705882,"2025-02-25","13:42",23,"","9_2","low","low_Dissimilar","orange",0.23553903
"132",7,"8","2","Dissimilar","orange",10,"light_blue","20","stingless",9,"target",3,0.333333333333333,"2025-02-25","13:41",23,"","8_2","low","low_Dissimilar","orange",0.23553903
"133",7,"9","2","Dissimilar","orange",10,"light_blue","20","stingless",18,"target",10,0.555555555555556,"2025-02-25","13:42",23,"","9_2","low","low_Dissimilar","orange",0.23553903
"134",7,"13","3","Similar","orange",10,"yellow","40","stingless",2,"target",1,0.5,"2025-02-25","13:40",23,"","13_3","high","high_Similar","orange",0.1086285
"135",6,"8","2","Dissimilar","orange",10,"light_blue","20","stingless",7,"target",3,0.428571428571429,"2025-02-25","13:41",23,"","8_2","low","low_Dissimilar","orange",0.23553903
"136",6,"13","3","Similar","orange",10,"yellow","40","stingless",2,"target",1,0.5,"2025-02-25","13:40",23,"","13_3","high","high_Similar","orange",0.1086285
"137",6,"9","2","Dissimilar","orange",10,"light_blue","20","stingless",16,"target",8,0.5,"2025-02-25","13:42",23,"","9_2","low","low_Dissimilar","orange",0.23553903
"138",5,"8","2","Dissimilar","orange",10,"light_blue","20","stingless",5,"target",2,0.4,"2025-02-25","13:41",23,"","8_2","low","low_Dissimilar","orange",0.23553903
"139",5,"13","3","Similar","orange",10,"yellow","40","stingless",3,"target",1,0.333333333333333,"2025-02-25","13:40",23,"","13_3","high","high_Similar","orange",0.1086285
"140",5,"9","2","Dissimilar","orange",10,"light_blue","20","stingless",13,"target",6,0.461538461538462,"2025-02-25","13:42",23,"","9_2","low","low_Dissimilar","orange",0.23553903
"141",4,"8","2","Dissimilar","orange",10,"light_blue","20","stingless",3,"target",1,0.333333333333333,"2025-02-25","13:41",23," ","8_2","low","low_Dissimilar","orange",0.23553903
"142",4,"13","3","Similar","orange",10,"yellow","40","stingless",4,"target",1,0.25,"2025-02-25","13:40",23,"","13_3","high","high_Similar","orange",0.1086285
"143",4,"9","2","Dissimilar","orange",10,"light_blue","20","stingless",9,"target",6,0.666666666666667,"2025-02-25","13:41",23,"","9_2","low","low_Dissimilar","orange",0.23553903
"144",3,"8","2","Dissimilar","orange",10,"light_blue","20","stingless",3,"target",1,0.333333333333333,"2025-02-25","13:42",23,"","8_2","low","low_Dissimilar","orange",0.23553903
"145",3,"13","3","Similar","orange",10,"yellow","40","stingless",5,"target",3,0.6,"2025-02-25","13:40",23,"","13_3","high","high_Similar","orange",0.1086285
"146",3,"9","2","Dissimilar","orange",10,"light_blue","20","stingless",7,"target",3,0.428571428571429,"2025-02-25","13:42",23,"","9_2","low","low_Dissimilar","orange",0.23553903
"147",12,"12","4","Similar","orange",10,"red","20","stingless",1,"target",0,0,"2025-02-24","12:27",28,"","12_4","low","low_Similar","orange",0.20124656
"148",11,"12","4","Similar","orange",10,"red","20","stingless",3,"target",1,0.333333333333333,"2025-02-24","12:27",28,"","12_4","low","low_Similar","orange",0.20124656
"149",10,"12","4","Similar","orange",10,"red","20","stingless",2,"target",1,0.5,"2025-02-24","12:27",28,"","12_4","low","low_Similar","orange",0.20124656
"150",9,"12","4","Similar","orange",10,"red","20","stingless",2,"target",1,0.5,"2025-02-24","12:27",28,"","12_4","low","low_Similar","orange",0.20124656
"151",8,"12","4","Similar","orange",10,"red","20","stingless",2,"target",1,0.5,"2025-02-24","12:27",28,"","12_4","low","low_Similar","orange",0.20124656
"152",7,"12","4","Similar","orange",10,"red","20","stingless",1,"target",0,0,"2025-02-24","12:27",28,"","12_4","low","low_Similar","orange",0.20124656
"153",6,"12","4","Similar","orange",10,"red","20","stingless",0,"target",0,NA,"2025-02-24","12:27",28,"","12_4","low","low_Similar","orange",0.20124656
"154",5,"12","4","Similar","orange",10,"red","20","stingless",1,"target",0,0,"2025-02-24","12:27",28,"","12_4","low","low_Similar","orange",0.20124656
"155",4,"12","4","Similar","orange",10,"red","20","stingless",1,"target",1,1,"2025-02-24","12:27",28,"","12_4","low","low_Similar","orange",0.20124656
"156",2,"8","2","Dissimilar","orange",10,"light_blue","20","stingless",1,"target",0,0,"2025-02-25","13:41",23,"","8_2","low","low_Dissimilar","orange",0.23553903
"157",3,"12","4","Similar","orange",10,"red","20","stingless",0,"target",0,NA,"2025-02-24","12:27",28,"","12_4","low","low_Similar","orange",0.20124656
"158",2,"12","4","Similar","orange",10,"red","20","stingless",0,"target",0,NA,"2025-02-24","12:27",28,"","12_4","low","low_Similar","orange",0.20124656
"159",2,"9","2","Dissimilar","orange",10,"light_blue","20","stingless",6,"target",3,0.5,"2025-02-25","13:42",23,"","9_2","low","low_Dissimilar","orange",0.23553903
"160",1,"12","4","Similar","orange",10,"red","20","stingless",0,"target",0,NA,"2025-02-24","12:27",28,"","12_4","low","low_Similar","orange",0.20124656
"161",2,"13","3","Similar","orange",10,"yellow","40","stingless",3,"target",2,0.666666666666667,"2025-02-25","13:40",23,"","13_3","high","high_Similar","orange",0.1086285
"162",12,"10","1","Dissimilar","orange",10,"dark_blue","40","stingless",5,"target",2,0.4,"2025-02-24","10:03",26,"","10_1","high","high_Dissimilar","orange",0.47282496
"163",11,"10","1","Dissimilar","orange",10,"dark_blue","40","stingless",6,"target",3,0.5,"2025-02-24","10:03",26,"","10_1","high","high_Dissimilar","orange",0.47282496
"164",10,"10","1","Dissimilar","orange",10,"dark_blue","40","stingless",4,"target",1,0.25,"2025-02-24","11:03",26,"","10_1","high","high_Dissimilar","orange",0.47282496
"165",9,"10","1","Dissimilar","orange",10,"dark_blue","40","stingless",4,"target",2,0.5,"2025-02-24","10:03",26,"","10_1","high","high_Dissimilar","orange",0.47282496
"166",8,"10","1","Dissimilar","orange",10,"dark_blue","40","stingless",4,"target",0,0,"2025-02-24","10:03",26,"","10_1","high","high_Dissimilar","orange",0.47282496
"167",1,"8","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",2,1,"2025-02-25","13:41",23,"","8_2","low","low_Dissimilar","orange",0.23553903
"168",7,"10","1","Dissimilar","orange",10,"dark_blue","40","stingless",2,"target",0,0,"2025-02-24","10:03",26,"","10_1","high","high_Dissimilar","orange",0.47282496
"169",1,"13","3","Similar","orange",10,"yellow","40","stingless",2,"target",2,1,"2025-02-25","13:40",23,"","13_3","high","high_Similar","orange",0.1086285
"170",5,"10","1","Dissimilar","orange",10,"dark_blue","40","stingless",1,"target",0,0,"2025-02-24","10:03",26,"","10_1","high","high_Dissimilar","orange",0.47282496
"171",1,"9","2","Dissimilar","orange",10,"light_blue","20","stingless",4,"target",2,0.5,"2025-02-25","13:42",23,"","9_2","low","low_Dissimilar","orange",0.23553903
"172",4,"10","1","Dissimilar","orange",10,"dark_blue","40","stingless",2,"target",0,0,"2025-02-24","10:03",26,"","10_1","high","high_Dissimilar","orange",0.47282496
"173",3,"10","1","Dissimilar","orange",10,"dark_blue","40","stingless",2,"target",0,0,"2025-02-24","10:03",26,"","10_1","high","high_Dissimilar","orange",0.47282496
"174",2,"10","1","Dissimilar","orange",10,"dark_blue","40","stingless",1,"target",0,0,"2025-02-24","10:03",26," ","10_1","high","high_Dissimilar","orange",0.47282496
"175",1,"10","1","Dissimilar","orange",10,"dark_blue","40","stingless",2,"target",0,0,"2025-02-24","10:03",26,"","10_1","high","high_Dissimilar","orange",0.47282496
"176",2,"9","3","Similar","orange",10,"yellow","40","stingless",22,"target",6,0.272727272727273,"2025-02-24","10:01",23,"","9_3","high","high_Similar","orange",0.1086285
"177",12,"11","2","Dissimilar","orange",10,"light_blue","20","stingless",9,"target",4,0.444444444444444,"2025-02-24","14:40",27,"","11_2","low","low_Dissimilar","orange",0.23553903
"178",12,"10","2","Dissimilar","orange",10,"light_blue","20","stingless",8,"target",3,0.375,"2025-02-24","14:39",27,"","10_2","low","low_Dissimilar","orange",0.23553903
"179",11,"10","2","Dissimilar","orange",10,"light_blue","20","stingless",8,"target",4,0.5,"2025-02-24","14:39",27,"","10_2","low","low_Dissimilar","orange",0.23553903
"180",10,"10","2","Dissimilar","orange",10,"light_blue","20","stingless",9,"target",4,0.444444444444444,"2025-02-24","14:39",27,"","10_2","low","low_Dissimilar","orange",0.23553903
"181",9,"10","2","Dissimilar","orange",10,"light_blue","20","stingless",8,"target",4,0.5,"2025-02-24","14:39",27,"","10_2","low","low_Dissimilar","orange",0.23553903
"182",8,"10","2","Dissimilar","orange",10,"light_blue","20","stingless",5,"target",3,0.6,"2025-02-24","14:39",27,"","10_2","low","low_Dissimilar","orange",0.23553903
"183",7,"10","2","Dissimilar","orange",10,"light_blue","20","stingless",10,"target",4,0.4,"2025-02-24","14:39",27,"","10_2","low","low_Dissimilar","orange",0.23553903
"184",11,"11","2","Dissimilar","orange",10,"light_blue","20","stingless",7,"target",4,0.571428571428571,"2025-02-24","14:40",27,"","11_2","low","low_Dissimilar","orange",0.23553903
"185",10,"11","2","Dissimilar","orange",10,"light_blue","20","stingless",5,"target",2,0.4,"2025-02-24","14:40",27,"","11_2","low","low_Dissimilar","orange",0.23553903
"186",8,"11","2","Dissimilar","orange",10,"light_blue","20","stingless",10,"target",4,0.4,"2025-02-24","14:40",27,"","11_2","low","low_Dissimilar","orange",0.23553903
"187",7,"11","2","Dissimilar","orange",10,"light_blue","20","stingless",13,"target",6,0.461538461538462,"2025-02-24","14:40",27,"","11_2","low","low_Dissimilar","orange",0.23553903
"188",6,"10","2","Dissimilar","orange",10,"light_blue","20","stingless",9,"target",4,0.444444444444444,"2025-02-24","14:39",27,"","10_2","low","low_Dissimilar","orange",0.23553903
"189",5,"10","2","Dissimilar","orange",10,"light_blue","20","stingless",7,"target",2,0.285714285714286,"2025-02-24","14:39",27,"","10_2","low","low_Dissimilar","orange",0.23553903
"190",4,"10","2","Dissimilar","orange",10,"light_blue","20","stingless",3,"target",0,0,"2025-02-24","14:39",27,"","10_2","low","low_Dissimilar","orange",0.23553903
"191",3,"10","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",1,0.5,"2025-02-24","14:39",27,"","10_2","low","low_Dissimilar","orange",0.23553903
"192",2,"10","2","Dissimilar","orange",10,"light_blue","20","stingless",4,"target",2,0.5,"2025-02-24","14:39",27,"","10_2","low","low_Dissimilar","orange",0.23553903
"193",1,"10","2","Dissimilar","orange",10,"light_blue","20","stingless",1,"target",0,0,"2025-02-24","14:39",27,"","10_2","low","low_Dissimilar","orange",0.23553903
"194",6,"11","2","Dissimilar","orange",10,"light_blue","20","stingless",11,"target",4,0.363636363636364,"2025-02-24","14:40",27,"","11_2","low","low_Dissimilar","orange",0.23553903
"195",5,"11","2","Dissimilar","orange",10,"light_blue","20","stingless",9,"target",4,0.444444444444444,"2025-02-24","14:40",27,"","11_2","low","low_Dissimilar","orange",0.23553903
"196",4,"11","2","Dissimilar","orange",10,"light_blue","20","stingless",4,"target",1,0.25,"2025-02-24","14:40",27,"","11_2","low","low_Dissimilar","orange",0.23553903
"197",3,"11","2","Dissimilar","orange",10,"light_blue","20","stingless",3,"target",0,0,"2025-02-24","14:40",27,"","11_2","low","low_Dissimilar","orange",0.23553903
"198",2,"11","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",1,0.5,"2025-02-24","14:40",27,"","11_2","low","low_Dissimilar","orange",0.23553903
"199",1,"11","2","Dissimilar","orange",10,"light_blue","20","stingless",1,"target",0,0,"2025-02-24","14:40",27,"","11_2","low","low_Dissimilar","orange",0.23553903
"200",12,"8","3","Similar","orange",10,"yellow","40","stingless",10,"target",3,0.3,"2025-02-24","10:00",23,"","8_3","high","high_Similar","orange",0.1086285
"201",12,"9","3","Similar","orange",10,"yellow","40","stingless",33,"target",14,0.424242424242424,"2025-02-24","10:01",23,"","9_3","high","high_Similar","orange",0.1086285
"202",9,"8","5","control","orange",10,"orange","10","stingless",10,"target",5,1,"2025-02-24","12:21",27,"","8_5","control","control_control",NA,0
"203",11,"9","5","control","orange",10,"orange","10","stingless",15,"target",8,1,"2025-02-24","12:22",27,"","9_5","control","control_control",NA,0
"204",10,"9","5","control","orange",10,"orange","10","stingless",15,"target",8,1,"2025-02-24","12:22",27,"","9_5","control","control_control",NA,0
"205",10,"8","5","control","orange",10,"orange","10","stingless",9,"target",4,1,"2025-02-24","12:21",27,"","8_5","control","control_control",NA,0
"206",11,"8","5","control","orange",10,"orange","10","stingless",10,"target",5,1,"2025-02-24","12:21",27,"","8_5","control","control_control",NA,0
"207",12,"13","4","Similar","orange",10,"red","20","stingless",0,"target",0,NA,"2025-02-24","12:15",27,"","13_4","low","low_Similar","orange",0.20124656
"208",11,"13","4","Similar","orange",10,"red","20","stingless",2,"target",0,0,"2025-02-24","12:15",27,"","13_4","low","low_Similar","orange",0.20124656
"209",10,"13","4","Similar","orange",10,"red","20","stingless",1,"target",0,0,"2025-02-24","12:15",27,"","13_4","low","low_Similar","orange",0.20124656
"210",9,"13","4","Similar","orange",10,"red","20","stingless",1,"target",0,0,"2025-02-24","12:15",27,"","13_4","low","low_Similar","orange",0.20124656
"211",9,"9","5","control","orange",10,"orange","10","stingless",16,"target",8,1,"2025-02-24","12:22",27,"","9_5","control","control_control",NA,0
"212",8,"8","5","control","orange",10,"orange","10","stingless",9,"target",4,1,"2025-02-24","12:21",27,"","8_5","control","control_control",NA,0
"213",8,"9","5","control","orange",10,"orange","10","stingless",13,"target",6,1,"2025-02-24","12:21",27,"","9_5","control","control_control",NA,0
"214",8,"13","4","Similar","orange",10,"red","20","stingless",3,"target",1,0.333333333333333,"2025-02-24","12:15",27,"","13_4","low","low_Similar","orange",0.20124656
"215",7,"13","4","Similar","orange",10,"red","20","stingless",2,"target",0,0,"2025-02-24","12:15",27,"","13_4","low","low_Similar","orange",0.20124656
